696279 Archaeology	67934 Arqueología	241652 Archäologie	84940 Archéologie	16729 Arqueologia	20030 علم_الآثار	5739 Arkeologia	6144 Αρχαιολογία	17045 Arheologie	5421 Arqueologia
717421 Sedimentary_rocks 	874080 Rocas_sedimentarias 	2106071 Sedimentgestein 	213640 Roche_sédimentaire 	307502 Roques_sedimentàries 	49241 صخور_رسوبية 	42386 Arroka_sedimentarioak 	235790 Ιζηματογενή_πετρώματα 	133353 Roci_sedimentare 	47524 Ròca_sedimentària 
740342 Western_Sahara 	78020 Sahara_Occidental 	588482 Westsahara 	429232 Sahara_occidental 	18359 Sàhara_Occidental 	1060106 الصحراء_الغربية 	24730 Mendebaldeko_Sahara 	83295 Δυτική_Σαχάρα 	18097 Sahara_Occidentală 	35558 Sahara_Occidental 
720308 Samoa 	78019 Samoa 	242609 Samoa 	192647 Samoa 	35503 Samoa 	250246 ساموا 	4308 Samoa 	68028 Σαμόα 	159495 Samoa 	9780 Samoa 
1732002 San_Francisco,_California 	355286 San_Francisco 	709938 San_Francisco 	85803 San_Francisco 	409096 San_Francisco 	1497798 سان_فرانسيسكو 	492709 San_Frantzisko_(Kalifornia) 	224616 Σαν_Φρανσίσκο 	407595 San_Francisco,_California 	12272 San_Francisco 
968308 Blood 	427064 Sangre 	1047673 Blut 	305615 Sang 	195501 Sang 	164929 دم 	395657 Odola 	229461 Αίμα 	1243585 Sânge 	32691 Sang 
9521858 Christian_saints 	4447468 Santos_cristianos 	7339218 Heiliger_(Christentum) 	680644 Saint_chrétien 	501319 Sants_cristians 	75034 قديسون_بحسب_المعتقد_المسيحي 	369220 Santu_kristauak 	7432 Χριστιανοί_άγιοι 	760043 Sfinți_creștini 	21246 Sant_crestian 
693054 Saint_Lucia 	55855 Santa_Lucía 	242634 St._Lucia 	244351 Sainte-Lucie 	35869 Saint_Lucia 	860035 سانت_لوسيا 	24715 Santa_Luzia 	35785 Αγία_Λουκία 	449003 Sfânta_Lucia 	9815 Santa_Lúcia 
751381 Health 	75409 Salud 	240456 Gesundheit 	84921 Santé 	511623 Salut_i_benestar_social 	10707 صحة 	6285 Osasuna 	69908 Υγεία 	40157 Sănătate 	6515 Santat 
1149048 Sapindales 	195789 Sapindales 	2775394 Sapindales 	241129 Sapindales 	89769 Sapindals 	775884 صابونيات 	65725 Sapindales 	147471 Σαπινδώδη 	123366 Sapindales 	34549 Sapindales 
1053335 Sardinia 	237806 Cerdeña 	1046728 Sardinien 	229597 Sardaigne 	18967 Sardenya 	1720704 سردينيا 	19166 Sardinia 	103365 Σαρδηνία 	449563 Sardinia 	5526 Sardenha 
918471 Schleswig-Holstein 	290906 Schleswig-Holstein 	277159 Schleswig-Holstein 	412472 Schleswig-Holstein 	86292 Slesvig-Holstein 	1855004 شليسفيغ_هولشتاين 	108736 Schleswig-Holstein 	396206 Σλέσβιχ-Χολστάιν 	121599 Schleswig-Holstein 	35662 Schleswig-Holstein 
694953 Scientists 	72125 Científicos 	238643 Wissenschaftler 	84897 Scientifique 	13224 Científics 	6696 علماء 	18035 Zientzialariak 	14864 Επιστήμονες 	758136 Oameni_de_știință 	11257 Scientific 
1260965 Squirrels 	788185 Sciuridae 	1247758 Hörnchen 	5477015 Sciuridae 	826909 Esciúrids 	1263316 سنجابيات 	65040 Sciuridae 	300930 Σκιουρίδες 	77882 Sciuridae 	55150 Sciurid 
697022 Natural_sciences 	54689 Ciencias_naturales 	274295 Naturwissenschaft 	84569 Sciences_naturelles 	12716 Ciències_naturals 	10686 علوم_طبيعية 	19002 Natura_zientziak 	128149 Φυσικές_επιστήμες 	761041 Științele_naturii 	3498 Sciéncias_naturalas 
694873 Industries 	6008460 Industrias 	1634391 Wirtschaftszweig 	2007660 Secteur_industriel 	1141150 Sectors_industrials 	101735 صناعات 	148331 Industria_sektoreak 	73984 Βιομηχανίες 	886935 Industrii 	51566 Sector_industrial 
690451 World_War_II 	74540 Segunda_Guerra_Mundial 	258939 Zweiter_Weltkrieg 	81894 Seconde_Guerre_mondiale 	28115 Segona_Guerra_Mundial 	388015 الحرب_العالمية_الثانية 	20053 Bigarren_Mundu_Gerra 	6139 Β'_Παγκόσμιος_Πόλεμος 	389807 Al_Doilea_Război_Mondial 	13051 Segonda_Guèrra_Mondiala 
743243 Seychelles 	75618 Seychelles 	242622 Seychellen 	169504 Seychelles 	35580 Seychelles 	2342926 سيشل 	24758 Seychelleak 	75785 Σεϋχέλλες 	18100 Seychelles 	9431 Seichèlas 
743314 Senegal 	69842 Senegal 	335590 Senegal 	125193 Sénégal 	35130 Senegal 	362467 السنغال 	4290 Senegal 	69434 Σενεγάλη 	18098 Senegal 	9758 Senegal 
727188 Serbia 	405647 Serbia 	259796 Serbien 	157935 Serbie 	81010 Sèrbia 	9285 صربيا 	21580 Serbia 	30049 Σερβία 	13110 Serbia 	14293 Serbia 
2224368 Siberia 	279536 Siberia 	1759568 Sibirien 	1162799 Sibérie 	521513 Sibèria 	37273 سيبيريا 	103703 Siberia 	106025 Σιβηρία 	272105 Siberia 	39448 Siberia 
1053376 Sicily 	100001 Sicilia 	242991 Sizilien 	100355 Sicile 	18966 Sicília 	472667 صقلية 	21115 Sizilia 	103466 Σικελία 	63888 Sicilia 	5544 Sicília 
743315 Sierra_Leone 	75408 Sierra_Leona 	242623 Sierra_Leone 	133103 Sierra_Leone 	35377 Sierra_Leone 	1019972 سيراليون 	24759 Sierra_Leona 	74877 Σιέρα_Λεόνε 	18101 Sierra_Leone 	35556 Sierra_Leone 
738565 Symbols 	66915 Símbolos 	272502 Symbol 	160699 Symbole 	63533 Símbols 	386549 رموز 	6003 Ikurrak 	22748 Σύμβολα 	31851 Simboluri 	13516 Simbòl 
710192 Labor_unions 	79528 Sindicatos 	309408 Gewerkschaft 	159277 Syndicat 	32642 Sindicats 	121294 نقابات 	8784 Sindikatuak 	104332 Συνδικαλιστικές_οργανώσεις 	86395 Sindicate 	4453 Sindicalisme 
700547 Singapore 	76675 Singapur 	242625 Singapur 	83987 Singapour 	36874 Singapur 	8147 سنغافورة 	21609 Singapur 	82693 Σιγκαπούρη 	18180 Singapore 	7773 Singapor 
724455 Syria 	65809 Siria 	242646 Syrien 	83985 Syrie 	25091 Síria 	6479 سوريا 	21631 Siria 	56799 Συρία 	18159 Siria 	9601 Siria 
698571 Nervous_system 	99531 Sistema_nervioso 	1209388 Nervensystem 	121727 Système_nerveux 	76854 Sistema_nerviós 	31857 جهاز_عصبي 	22507 Nerbio-sistema 	114714 Νευρικό_σύστημα 	69372 Sistemul_nervos 	48453 Sistèma_nerviós 
1062022 Archaeological_sites 	1277022 Yacimientos_arqueológicos 	763000 Archäologischer_Fundplatz 	132826 Site_archéologique 	112974 Jaciments_arqueològics 	31240 مواقع_أثرية 	105854 Aztarnategi_arkeologikoak 	8979 Αρχαιολογικοί_τόποι 	216237 Situri_arheologice 	24357 Sit_arqueologic 
724437 Socialism 	89562 Socialismo 	247237 Sozialismus 	376340 Socialisme 	12574 Socialisme 	16731 اشتراكية 	6819 Sozialismoa 	10093 Σοσιαλισμός 	21571 Socialism 	11501 Socialisme 
1633936 Society 	61818 Sociedad 	691624 Gesellschaft 	108395 Société 	24443 Societat 	8164 مجتمع 	6005 Gizartea 	12391 Κοινωνία 	23611 Societate 	6508 Societat 
743174 Sudan 	78025 Sudán 	242643 Sudan 	100061 Soudan 	36936 Sudan 	219220 السودان 	4292 Sudan 	56343 Σουδάν 	18103 Sudan 	9759 Sodan 
1411183 Solanaceae 	148819 Solanaceae 	2808947 Solanaceae 	211875 Solanaceae 	164070 Solanàcies 	527803 باذنجانية 	65548 Solanaceae 	156422 Στρυχνοειδή 	123226 Solanaceae 	22409 Solanaceae 
887873 Sun 	165788 Sol 	7633044 Sonne_als_Stern 	81473 Soleil 	44413 Sol 	12593 شمس 	94324 Eguzkia 	6178 Ήλιος 	184224 Soare 	19952 Solelh 
743175 Somalia 	87218 Somalia 	242628 Somalia 	266695 Somalie 	35596 Somàlia 	362468 الصومال 	4291 Somalia 	56856 Σομαλία 	18102 Somalia 	9760 Somalia 
989698 Sound 	221010 Sonido 	1608072 Schall 	154625 Son 	787031 So 	23487 صوت 	7625 Audioa 	341373 Ήχος 	39630 Sunet 	56164 Son 
693578 Switzerland 	65512 Suiza 	242459 Schweiz 	86915 Suisse 	21515 Suïssa 	6792 سويسرا 	6387 Suitza 	8214 Ελβετία 	750883 Elveția 	5722 Soïssa 
732045 Sri_Lanka 	78023 Sri_Lanka 	242632 Sri_Lanka 	83986 Sri_Lanka 	36937 Sri_Lanka 	8148 سريلانكا 	21601 Sri_Lanka 	44169 Σρι_Λάνκα 	18169 Sri_Lanka 	9599 Sri_Lanka 
1981281 Subdivisions_of_Spain 	208681 Organización_territorial_de_España 	3434649 Verwaltungsgliederung_Spaniens 	1101522 Subdivision_de_l'Espagne 	179800 Administració_territorial_d'Espanya 	1078173 تقسيمات_إسبانيا 	125377 Espainiaren_banaketa_administratiboa 	258455 Διοικητική_διαίρεση_της_Ισπανίας 	126789 Diviziuni_teritoriale_ale_Spaniei 	21008 Subdivision_d'Espanha 
1153569 Sumer 	110915 Sumeria 	676529 Sumer 	366707 Sumer 	126036 Sumer 	11375 سومر 	364938 Sumer 	106250 Σουμέριοι 	245088 Sumer 	51096 Sumèr 
693022 Suriname 	194699 Surinam 	242644 Suriname 	260381 Suriname 	29794 Surinam 	29123 سورينام 	12426 Surinam 	83276 Σουρινάμ 	52856 Surinam 	9798 Surinam 
691728 Sweden 	66687 Suecia 	242619 Schweden 	99508 Suède 	16826 Suècia 	219584 السويد 	8921 Suedia 	7637 Σουηδία 	13118 Suedia 	18004 Suècia 
743273 Swaziland 	1169410 Suazilandia 	242645 Swasiland 	185874 Swaziland 	21768 Swazilàndia 	1556494 سوازيلاند 	24767 Swazilandia 	83286 Σουαζιλάνδη 	18105 Swaziland 	9764 Swaziland 
713963 Sydney 	1170278 Sídney 	877233 Sydney 	781689 Sydney 	520588 Sydney 	1857883 سيدني 	62995 Sydney 	333649 Σίδνεϊ 	17975 Sydney 	62634 Sydney 
743313 São_Tomé_and_Príncipe 	75619 Santo_Tomé_y_Príncipe 	242647 São_Tomé_und_Príncipe 	2959163 Sao_Tomé-et-Principe 	35637 São_Tomé_i_Príncipe 	2342858 ساو_توميه_وبرينسيب 	143035 São_Tomé_eta_Príncipe 	86956 Σάο_Τομέ_και_Πρίνσιπε 	760279 São_Tomé_și_Príncipe 	25827 São_Tomé_e_Príncipe 
928488 Snakes 	954890 Serpentes 	445485 Schlangen 	131673 Serpent 	88748 Serps 	15454 ثعابين 	362892 Serpentes 	301219 Οφίδια 	761013 Șerpi 	58306 Sèrp 
697105 Thailand 	87446 Tailandia 	242657 Thailand 	83983 Thaïlande 	33776 Tailàndia 	908545 تايلاند 	133352 Thailandia 	59484 Ταϊλάνδη 	18181 Thailanda 	27587 Tailàndia 
724632 Taiwan 	3246106 Taiwán 	331027 Taiwan 	3571498 Taïwan 	431860 Taiwan 	6785 تايوان 	18239 Taiwan 	63139 Ταϊβάν 	18191 Taiwan 	9600 Taiwan 
694640 Tanzania 	75234 Tanzania 	242656 Tansania 	127295 Tanzanie 	34385 Tanzània 	9091 تنزانيا 	4293 Tanzania 	73568 Τανζανία 	18106 Tanzania 	9426 Tanzania 
889760 Tajikistan 	75617 Tayikistán 	242655 Tadschikistan 	83984 Tadjikistan 	25641 Tadjikistan 	40689 طاجيكستان 	129606 Tajikistan 	50877 Τατζικιστάν 	18198 Tadjikistan 	34525 Tatgiquistan 
2837135 Theatre_by_country 	511374 Teatro_por_país 	1864066 Theater_nach_Staat 	603410 Théâtre_par_pays 	1028729 Teatre_per_territori 	283737 مسرح_حسب_البلد 	339850 Antzerkia_herrialdearen_arabera 	97775 Θέατρο_ανά_χώρα 	1365865 Teatrul_după_țară 	11273 Teatre_per_país 
2380764 Painting_techniques 	287694 Técnicas_de_pintura 	458075 Technik_der_Malerei 	637726 Technique_picturale 	102514 Tècniques_pictòriques 	1873970 تقنيات_الرسم 	116795 Margolaritza-teknikak 	352047 Τεχνικές_ζωγραφικής 	56251 Tehnici_în_pictură 	66246 Tecnica_picturala 
696648 Technology 	50822 Tecnología 	1059212 Technologie 	84695 Technologie 	15279 Tecnologia 	8101 تقنية 	5790 Teknologia 	5943 Τεχνολογία 	28690 Tehnologie 	5438 Tecnologia 
1955337 Tel_Aviv 	2829405 Tel_Aviv 	6295961 Tel_Aviv-Jaffa 	765037 Tel_Aviv 	1059855 Tel_Aviv 	890346 تل_أبيب 	431699 Tel_Aviv 	81276 Τελ_Αβίβ 	294491 Tel_Aviv 	57144 Tel_Aviv 
700813 Telecommunications 	52300 Telecomunicaciones 	242428 Telekommunikation 	84099 Télécommunications 	21317 Telecomunicacions 	1874463 خدمات_الاتصالات 	6344 Telekomunikazioak 	17126 Τηλεπικοινωνίες 	760304 Telecomunicații 	11678 Telecomunicacions 
693602 Television 	51718 Televisión 	290987 Fernsehen 	83252 Télévision 	28189 Televisió 	12897 تلفاز 	6159 Telebista 	15232 Τηλεόραση 	39944 Televiziune 	11675 Television 
4125184 Temples 	441169 Templos 	246115 Tempel 	235495 Temple 	28842 Temples 	2401057 معابد 	42411 Tenpluak 	67607 Ναοί 	282544 Temple 	24360 Temple 
744728 Time 	211414 Tiempo 	3065613 Zeit 	113433 Temps 	29828 Temps 	136119 زمن 	6476 Denbora 	26156 Χρόνος 	39562 Timp 	6189 Temps 
697397 Theology 	123988 Teología 	237872 Theologie 	84977 Théologie 	13789 Teologia 	118601 إلهيات 	6398 Teologia 	13631 Θεολογία 	24724 Teologie 	5263 Teologia 
697396 Theologians 	56592 Teólogos 	237779 Theologe 	144854 Théologien 	63539 Teòlegs 	401220 ثيولوجيون 	6397 Teologoak 	34789 Θεολόγοι 	28900 Teologi 	31939 Teologian 
1016013 Terminology 	1036234 Terminología 	1891808 Soziolekt 	302872 Terminologie 	772467 Terminologia 	10681 مصطلحات 	157302 Terminologia 	282894 Ορολογία 	35409 Terminologie 	11252 Terminologia 
693006 Thermodynamics 	73438 Termodinámica 	274452 Thermodynamik 	95525 Thermodynamique 	13480 Termodinàmica 	17148 ديناميكا_حرارية 	10472 Termodinamika 	14201 Θερμοδυναμική 	29170 Termodinamică 	17476 Termodinamica 
701590 Terrorism 	77594 Terrorismo 	321123 Terrorismus 	87384 Terrorisme 	13693 Terrorisme 	30170 إرهاب 	7534 Terrorismoa 	38499 Τρομοκρατία 	14363 Terorism 	30490 Terrorisme 
5105298 Tetrapods 	950960 Tetrapoda 	1801283 Landwirbeltiere 	1101192 Tétrapode 	354555 Tetràpodes 	1713851 رباعية_الأطراف 	429711 Tetrapoda 	301978 Τετράποδα 	937317 Tetrapode 	53220 Tetrapòde 
918950 Textiles 	208133 Tejidos 	5519137 Textilwesen 	128311 Textile 	630821 Teixits 	399513 نسيج 	229141 Oihalak 	57085 Υφάσματα 	36045 Textile 	22305 Textil 
716670 Tibet 	91938 Tíbet 	242898 Tibet 	120304 Tibet 	27318 Tibet 	203944 التبت 	49231 Tibet 	102952 Θιβέτ 	126832 Tibet 	47743 Tibet 
691921 Topology 	76114 Topología 	266310 Topologie 	110750 Topologie 	35796 Topologia 	25644 طوبولوجيا 	162032 Topologia 	311864 Τοπολογία 	29399 Topologie 	30468 Topologia 
2743003 Tourism_by_country 	296253 Turismo_por_país 	1864084 Tourismus_nach_Staat 	299026 Tourisme_par_pays 	1042727 Turisme_per_territori 	267142 سياحة_حسب_البلد 	225212 Turismoa_herrialdearen_arabera 	318836 Τουρισμός_ανά_χώρα 	760406 Turism_după_țară 	31789 Torisme_per_país 
933912 Tennis_tournaments 	255838 Competiciones_de_tenis 	453923 Tennisturnier 	112131 Compétition_de_tennis 	80713 Competicions_tennístiques 	315716 بطولات_كرة_مضرب 	43229 Tenis_txapelketak 	370215 Διοργανώσεις_αντισφαίρισης 	111676 Turnee_de_tenis 	41567 Torneg_de_Tennis 
917989 Toronto 	579653 Toronto 	2534274 Toronto 	114897 Toronto 	687201 Toronto 	1863262 تورونتو 	154438 Toronto 	362992 Τορόντο 	99991 Toronto 	48880 Toronto 
913647 Tuscany 	726628 Toscana 	926968 Toskana 	211846 Toscane 	85733 Toscana 	1720646 توسكاني 	102431 Toskana 	80437 Τοσκάνη 	933459 Toscana 	5531 Toscana 
3902806 Treaties_by_country 	549061 Tratados_por_país 	8253298 Vertrag_nach_Staat 	992670 Traité_par_pays 	578460 Tractats_per_país 	876124 معاهدات_حسب_البلد 	241254 Itunak_herrialdearen_arabera 	287328 Συνθήκες_ανά_χώρα 	760385 Tratate_după_țară 	55281 Tractat_per_país 
935572 Translators 	169455 Traductores 	6735499 Übersetzer 	319803 Traducteur 	205384 Traductors 	179786 مترجمون 	18306 Itzultzaileak 	30895 Μεταφραστές 	38758 Traducători 	52638 Traductor 
10420709 Trentino-Alto_Adige/Südtirol 	237800 Trentino-Alto_Adigio 	2599931 Trentino-Südtirol 	661496 Trentin-Haut-Adige 	408450 Trentino-Tirol_del_Sud 	1855561 ترينتينو_ألتو_أديجي 	21117 Trentino-Adige_Garaia 	104506 Τρεντίνο-Άλτο_Άντιτζε 	954626 Trentino-Tirolul_de_Sud 	5546 Trentin-Tiròl_del_Sud 
693061 Trinidad_and_Tobago 	67673 Trinidad_y_Tobago 	542195 Trinidad_und_Tobago 	180003 Trinité-et-Tobago 	33750 Trinitat_i_Tobago 	39116 ترينيداد_وتوباغو 	24653 Trinidad_eta_Tobago 	75625 Τρινιντάντ_και_Τομπάγκο 	1319046 Trinidad-Tobago 	9438 Trinitat_e_Tobago 
740335 Tunisia 	65842 Túnez 	242664 Tunesien 	103938 Tunisie 	30538 Tunísia 	7896 تونس 	9570 Tunisia 	15239 Τυνησία 	18108 Tunisia 	9800 Tunisia 
780791 Tunnels 	235618 Túneles 	277152 Tunnel 	86261 Tunnel 	119725 Túnels 	192245 أنفاق 	99219 Tunelak 	251501 Σήραγγες 	348558 Tuneluri 	69897 Tunèl 
758829 Turkmenistan 	70198 Turkmenistán 	242665 Turkmenistan 	83982 Turkménistan 	25622 Turkmenistan 	38414 تركمانستان 	21633 Turkmenistan 	49404 Τουρκμενιστάν 	18199 Turkmenistan 	9792 Turcmenistan 
1192524 Turdidae 	845731 Turdidae 	1455334 Drosseln 	4187799 Turdidae 	303938 Túrdids 	1809598 سمنية 	324392 Turdidae 	301462 Κιχλίδες 	418918 Turdidae 	11715 Turdinae 
1253267 Turin 	1152630 Turín 	335059 Turin 	152767 Turin 	402887 Torí 	478405 تورينو 	61388 Turin 	137569 Τορίνο 	36479 Torino 	44712 Turin 
711358 Turkey 	64530 Turquía 	242667 Türkei 	83981 Turquie 	28559 Turquia 	6854 تركيا 	6248 Turkia 	8143 Τουρκία 	13116 Turcia 	5852 Turquia 
900827 Tuvalu 	102301 Tuvalu 	242666 Tuvalu 	165900 Tuvalu 	35501 Tuvalu 	38989 توفالو 	4309 Tuvalu 	55635 Τουβαλού 	107573 Tuvalu 	9783 Tuvalu 
1000315 Tea 	384018 Té 	579998 Tee 	198229 Thé 	673192 Te 	11910 شاي 	162484 Tea 	79399 Τσάι 	79026 Ceai 	50988 Tè 
754965 Earth 	2059500 Tierra 	233544 Erde 	81488 Terre 	136869 Terra 	495149 الأرض 	9779 Lurra 	6140 Γη 	110813 Pământ 	19946 Tèrra 
715822 Earthquakes 	166980 Terremotos 	4406338 Erdbebenereignis 	1338720 Séisme 	304402 Terratrèmols 	19265 زلازل 	9552 Lurrikarak 	170234 Σεισμοί 	74909 Cutremure 	134732 Tèrratrem 
727719 Titles 	193790 Títulos 	373669 Titel 	495355 Titre 	18940 Governants 	201102 ألقاب 	100142 Tituluak 	291036 Τίτλοι 	20928 Titluri 	13119 Títol 
743316 Togo 	75615 Togo 	242660 Togo 	124517 Togo 	35456 Togo 	8137 توغو 	4284 Togo 	54557 Τόγκο 	18107 Togo 	9766 Tògo 
720310 Tonga 	78026 Tonga 	242661 Tonga 	164178 Tonga 	35502 Tonga 	2178724 تونغا 	4304 Tonga 	56331 Τόνγκα 	159497 Tonga 	9782 Tònga 
725704 UNESCO 	3023495 Unesco 	242824 UNESCO 	672796 Organisation_des_Nations_unies_pour_l'éducation,_la_science_et_la_culture 	108412 UNESCO 	2158720 اليونسكو 	18952 UNESCO 	364934 UNESCO 	452716 UNESCO 	64363 UNESCO 
719938 Ukraine 	66612 Ucrania 	242669 Ukraine 	98058 Ukraine 	30537 Ucraïna 	6919 أوكرانيا 	7968 Ukraina 	7789 Ουκρανία 	12641 Ucraina 	5853 Ucraïna 
8093125 Ulmaceae 	164713 Ulmaceae 	3738556 Ulmengewächse 	211196 Ulmaceae 	787423 Ulmàcies 	1138691 دردارية 	122726 Ulmaceae 	155352 Πτελεοειδή 	281128 Ulmaceae 	54365 Ulmaceae 
1784082 Humans 	4319450 Humanos 	2725136 Menschen 	468697 Humain 	90477 Humans 	44473 بشر 	61904 Gizakia 	58803 Άνθρωπος 	27800 Om 	6504 Uman 
1151631 Humanists 	188636 Humanistas 	252443 Humanist 	526430 Humaniste 	203864 Humanistes 	491494 إنسانيون 	44683 Humanistak 	178254 Ουμανιστές 	760425 Umaniști 	11246 Umanista 
35203672 Humour 	79774 Humor 	564779 Humor 	131884 Humour 	63695 Humor 	182195 فكاهة 	32331 Umorea 	51967 Χιούμορ 	31584 Umor 	11724 Umor 
2875000 Universities_in_the_United_Kingdom 	60216 Universidades_del_Reino_Unido 	1903246 Universität_im_Vereinigten_Königreich 	207472 Université_britannique 	194855 Universitats_del_Regne_Unit 	261933 جامعات_المملكة_المتحدة 	109898 Erresuma_Batuko_unibertsitateak 	311124 Πανεπιστήμια_στο_Ηνωμένο_Βασίλειο 	760488 Universități_din_Regatul_Unit 	11583 Universitat_britanica 
706559 Uranus 	718937 Urano 	234254 Uranus_(Planet) 	85902 Uranus 	44401 Urà 	876564 أورانوس 	368961 Urano 	236349 Ουρανός 	291317 Uranus 	47815 Uranus 
722711 Urology 	141851 Urología 	283840 Urologie 	316570 Urologie 	796741 Urologia 	511017 طب_الجهاز_البولي 	112633 Urologia 	260811 Ουρολογία 	41489 Urologie 	56264 Urologia 
915444 Bears 	663251 Ursidae 	1921753 Bären 	8018629 Ursidae 	26616 Óssos 	378997 دبيات 	61801 Ursidae 	45096 Αρκτίδες 	77405 Ursidae 	53121 Ursid 
693024 Uruguay 	51687 Uruguay 	242672 Uruguay 	124015 Uruguay 	18974 Uruguai 	924083 أوروغواي 	24652 Uruguai 	54556 Ουρουγουάη 	28607 Uruguay 	9638 Uruguai 
1060937 Eye 	1775375 Ojo 	420857 Auge 	160782 Œil 	178592 Ull 	32727 عين 	56082 Begia 	61636 Μάτι 	952073 Ochi 	56277 Uèlh 
737084 HIV/AIDS 	4082483 Sida 	4136631 AIDS 	6642051 VIH_/_sida 	816867 VIH/sida 	1289660 الأيدز_والعدوى_بفيروسه 	429267 HIES 	285218 HIV/AIDS 	41746 SIDA 	48639 VIH/Sida 
752128 Valleys 	420943 Valles 	243527 Tal 	686624 Vallée 	547833 Valls_(geografia_física) 	617813 أودية 	86391 Haranak 	245313 Κοιλάδες 	206452 Văi 	57954 Val 
1704484 Wallonia 	1421573 Valonia 	1123793 Wallonien 	157605 Wallonie 	240270 Valònia 	538637 والونيا 	83217 Valonia 	20770 Βαλλωνία 	34873 Valonia 	33336 Valonia 
720311 Vanuatu 	78027 Vanuatu 	242674 Vanuatu 	136196 Vanuatu 	35500 Vanuatu 	49990 فانواتو 	4306 Vanuatu 	44116 Βανουάτου 	159485 Vanuatu 	9776 Vanuatu 
1027812 Vatican_City 	78032 Ciudad_del_Vaticano 	590801 Vatikan 	168829 Vatican 	17199 Vaticà 	362466 الفاتيكان 	21579 Vatikano_Hiria 	42381 Βατικανό 	16114 Vatican 	27563 Vatican 
1253297 Glass 	1189755 Vidrios 	760424 Glas 	3256580 Verre 	864501 Vidre 	242569 زجاج 	224532 Beira 	107934 Γυαλί 	437831 Sticlă 	20441 Veirariá 
693026 Venezuela 	51683 Venezuela 	242675 Venezuela 	124006 Venezuela 	29952 Veneçuela 	6788 فنزويلا 	9131 Venezuela 	33456 Βενεζουέλα 	52851 Venezuela 	9514 Veneçuèla 
702542 Venice 	238892 Venecia 	565477 Venedig 	91249 Venise 	124295 Venècia 	539509 البندقية 	90096 Venezia 	35788 Βενετία 	760554 Veneția 	62611 Venècia 
1041847 Veneto 	475728 Véneto 	2599942 Venetien 	211843 Vénétie 	85737 Vèneto 	1855378 فينيتو 	21119 Veneto 	104167 Βένετο 	790552 Veneto 	39062 Venèt 
711082 Vermont 	1103019 Vermont 	463604 Vermont 	109997 Vermont 	410699 Vermont 	249055 فيرمونت 	89226 Vermont 	244816 Βερμόντ 	80573 Vermont 	131660 Vermont 
737090 Clothing 	82752 Indumentaria 	274263 Kleidung 	126003 Vêtement 	630313 Indumentària 	29953 ملابس 	22555 Jantziak 	57087 Ένδυση 	389147 Îmbrăcăminte 	22304 Vestiment 
3942378 Vice_Presidents_of_the_United_States 	295299 Vicepresidentes_de_Estados_Unidos 	424234 Vizepräsident_der_Vereinigten_Staaten 	4831529 Vice-président_des_États-Unis 	621514 Vicepresidents_dels_Estats_Units 	1863139 نائب_رئيس_الولايات_المتحدة 	106530 Ameriketako_Estatu_Batuetako_presidenteordeak 	145345 Αντιπρόεδροι_των_ΗΠΑ 	849271 Vicepreședinții_Statelor_Unite_ale_Americii 	44159 Vicepresident_dels_Estats_Units_d'America 
919780 Vienna 	353218 Viena 	238311 Wien 	217582 Vienne_(Autriche) 	188762 Viena 	1173480 فيينا 	92239 Viena 	85933 Βιέννη 	109904 Viena 	16507 Viena_(Àustria) 
30852960 Incorporated_cities_and_towns_in_California 	4669683 Ciudades_de_California 	432786 Ort_in_Kalifornien 	5474226 Municipalité_de_Californie 	82067 Ciutats_de_Califòrnia 	208724 مدن_كاليفورنيا 	106311 Kaliforniako_hiriak 	288254 Πόλεις_της_Καλιφόρνια 	758313 Orașe_din_California 	12273 Vila_de_Califòrnia 
1635343 Wine 	2477639 Vino 	239267 Wein 	87829 Vin 	76082 Vins 	1461110 نبيذ 	55824 Ardoak 	58373 Κρασί 	85852 Vinuri 	38982 Vin 
751424 Violinists 	112806 Violinistas 	6754342 Geiger 	96029 Violoniste 	139363 Violinistes 	1477872 عازفو_كمان 	242142 Biolin-jotzaileak 	238129 Βιολιστές 	760576 Violoniști 	11369 Violonista 
702604 Virginia 	643038 Virginia 	463519 Virginia 	109998 Virginie 	406649 Virgínia 	2118577 فرجينيا 	89228 Virginia 	244689 Βιρτζίνια 	77071 Virginia 	34091 Virgínia 
1582253 Viruses 	59817 Virus 	247319 Viren,_Viroide_und_Prionen 	353041 Virus 	19529 Virus 	12649 فيروسات 	49880 Birusak 	35528 Ιοί 	69559 Virusuri 	30620 Virus 
1060974 Vision 	2470788 Visión 	387644 Sehen 	545742 Vision 	903609 Visió 	36308 رؤية 	159398 Ikusmena 	298986 Όραση 	91038 Vedere 	56280 Vision 
915722 Viverrids 	330689 Viverridae 	2917669 Schleichkatzen 	5237160 Viverridae 	671789 Vivèrrids 	1163057 زباديات 	80224 Viverridae 	300925 Μοσχογαλίδες 	186675 Viverridae 	53116 Viverrid 
693788 Volcanoes 	66910 Volcanes 	242944 Vulkan 	132559 Volcan 	26621 Volcans 	9477 براكين 	11602 Sumendiak 	14893 Ηφαίστεια 	109332 Vulcani 	23421 Volcan 
901783 Wallis_and_Futuna 	80282 Wallis_y_Futuna 	556777 Wallis_und_Futuna 	268659 Wallis-et-Futuna 	590546 Wallis_i_Futuna 	924316 والس_وفوتونا 	9251 Wallis_eta_Futuna 	89142 Ουώλλις_και_Φουτούνα 	760607 Wallis_și_Futuna 	30600 Wallis_e_Futuna 
